total_words_used,total_paragraphs,average_word_length,average_words_per_paragraphs,most_frequent_words
996,80,5.715863453815261,12.45,"[('zhang', 23), ('xuan', 23), ('teacher', 20), ('even', 16), ('wang', 15)]"
868,74,5.885944700460829,11.72972972972973,"[('wang', 13), ('ying', 13), ('would', 12), ('teacher', 12), ('leg', 11)]"
1084,87,5.777675276752768,12.459770114942529,"[('zhang', 26), ('xuan', 25), ('fist', 19), ('technique', 18), ('liu', 15)]"
989,76,5.7229524772497475,13.013157894736842,"[('wang', 33), ('tao', 26), ('zhang', 18), ('teacher', 16), ('xuan', 15)]"
1042,94,5.698656429942418,11.085106382978724,"[('wang', 24), ('tao', 21), ('would', 18), ('yao', 17), ('han', 16)]"
983,71,5.871820956256358,13.845070422535212,"[('shang', 29), ('bin', 19), ('would', 19), ('zhang', 15), ('teacher', 13)]"
1120,89,5.634821428571429,12.584269662921349,"[('shang', 31), ('zhang', 27), ('xuan', 26), ('bin', 26), ('yao', 24)]"
1308,109,5.718654434250764,12.0,"[('wang', 59), ('clan', 33), ('ying', 29), ('head', 21), ('teacher', 20)]"
1053,80,5.938271604938271,13.1625,"[('books', 20), ('elder', 19), ('mo', 19), ('zhang', 17), ('xuan', 16)]"
1039,96,5.857555341674687,10.822916666666666,"[('books', 20), ('shen', 15), ('bi', 15), ('ru', 15), ('compendium', 14)]"
1023,70,6.0068426197458455,14.614285714285714,"[('would', 23), ('pill', 17), ('zhang', 14), ('question', 14), ('shen', 13)]"
972,81,5.805555555555555,12.0,"[('would', 16), ('mind', 15), ('zhang', 14), ('xuan', 14), ('one', 13)]"
882,78,5.873015873015873,11.307692307692308,"[('one', 16), ('zhang', 13), ('would', 12), ('xuan', 11), ('shen', 11)]"
1042,75,5.741842610364683,13.893333333333333,"[('shang', 19), ('would', 18), ('shen', 18), ('bi', 13), ('ru', 13)]"
934,68,5.949678800856531,13.735294117647058,"[('would', 15), ('shang', 15), ('bin', 13), ('hongtian', 13), ('zhang', 11)]"
801,71,5.877652933832709,11.28169014084507,"[('would', 23), ('wine', 15), ('zhang', 12), ('xuan', 12), ('immortal', 10)]"
1109,89,5.7871956717763755,12.460674157303371,"[('shang', 19), ('zhang', 18), ('xuan', 18), ('bin', 17), ('one', 16)]"
875,87,5.763428571428571,10.057471264367816,"[('zhang', 22), ('xuan', 22), ('shang', 21), ('sky', 21), ('shattering', 21)]"
1016,82,6.0137795275590555,12.390243902439025,"[('zhang', 15), ('xuan', 15), ('elder', 14), ('cultivation', 13), ('dan', 11)]"
882,67,5.7312925170068025,13.164179104477611,"[('frigid', 17), ('sun', 17), ('grass', 16), ('vendor', 12), ('stalk', 12)]"
853,70,5.762016412661196,12.185714285714285,"[('vendor', 20), ('zhang', 17), ('xuan', 17), ('cold', 16), ('snake', 13)]"
850,59,5.898823529411764,14.40677966101695,"[('master', 16), ('treasure', 15), ('mo', 13), ('yang', 12), ('zhang', 12)]"
842,88,5.73396674584323,9.568181818181818,"[('master', 37), ('mo', 16), ('yang', 15), ('one', 13), ('treasure', 10)]"
926,81,6.003239740820734,11.432098765432098,"[('zhang', 27), ('xuan', 27), ('master', 22), ('would', 15), ('mo', 14)]"
1090,92,5.8577981651376145,11.847826086956522,"[('master', 30), ('zhang', 19), ('xuan', 19), ('mo', 18), ('yang', 18)]"
832,94,5.6826923076923075,8.851063829787234,"[('gold', 19), ('one', 16), ('coins', 15), ('master', 14), ('crowd', 11)]"
931,86,5.748657357679914,10.825581395348838,"[('master', 22), ('mo', 16), ('yang', 16), ('zhang', 16), ('xuan', 16)]"
980,77,5.781632653061225,12.727272727272727,"[('yu', 25), ('zhang', 21), ('xuan', 21), ('huang', 19), ('books', 12)]"
942,87,5.865180467091295,10.827586206896552,"[('zhang', 19), ('xuan', 19), ('painting', 19), ('master', 17), ('butler', 12)]"
899,78,5.794215795328142,11.525641025641026,"[('painting', 27), ('master', 23), ('xuan', 21), ('lu', 14), ('chen', 14)]"
892,68,5.747757847533633,13.117647058823529,"[('master', 24), ('lu', 16), ('zhang', 15), ('xuan', 15), ('chen', 15)]"
1059,82,6.173748819641171,12.914634146341463,"[('body', 29), ('cultivation', 28), ('books', 19), ('one', 18), ('physical', 16)]"
817,83,5.66217870257038,9.843373493975903,"[('master', 23), ('strength', 20), ('lu', 16), ('chen', 16), ('zhang', 16)]"
811,78,5.552404438964242,10.397435897435898,"[('bai', 23), ('xun', 23), ('strength', 20), ('zhang', 19), ('xuan', 17)]"
1010,78,5.889108910891089,12.948717948717949,"[('strength', 38), ('one', 21), ('zhang', 21), ('ding', 21), ('xuan', 20)]"
875,68,5.793142857142857,12.867647058823529,"[('zhang', 17), ('xuan', 17), ('master', 14), ('even', 10), ('body', 9)]"
857,74,5.981330221703617,11.58108108108108,"[('zhang', 16), ('xuan', 16), ('artifact', 12), ('number', 11), ('dealer', 10)]"
844,71,5.733412322274882,11.887323943661972,"[('zhang', 17), ('xuan', 17), ('master', 11), ('mo', 11), ('yang', 11)]"
861,65,6.08130081300813,13.246153846153845,"[('zhang', 16), ('xuan', 16), ('cultivation', 13), ('even', 12), ('party', 10)]"
854,57,6.0936768149882905,14.982456140350877,"[('zhang', 14), ('teacher', 14), ('cultivation', 12), ('one', 11), ('technique', 11)]"
799,71,6.27909887359199,11.253521126760564,"[('teacher', 14), ('zhang', 13), ('cultivation', 12), ('xuan', 11), ('students', 9)]"
915,76,5.601092896174864,12.039473684210526,"[('shang', 25), ('shen', 21), ('bin', 18), ('bi', 14), ('ru', 14)]"
878,76,5.695899772209567,11.552631578947368,"[('shang', 19), ('shen', 17), ('bin', 16), ('bi', 13), ('ru', 13)]"
983,72,5.959308240081383,13.652777777777779,"[('elder', 25), ('zhang', 19), ('mo', 15), ('teacher', 15), ('xuan', 15)]"
949,66,5.983140147523709,14.378787878787879,"[('one', 27), ('teacher', 18), ('trust', 17), ('level', 16), ('even', 15)]"
960,79,5.85,12.151898734177216,"[('level', 22), ('teacher', 20), ('trust', 20), ('elder', 17), ('master', 14)]"
887,70,5.811724915445321,12.67142857142857,"[('trust', 20), ('shang', 15), ('level', 13), ('cao', 12), ('bin', 11)]"
838,68,5.880668257756564,12.323529411764707,"[('elder', 16), ('teacher', 16), ('shang', 13), ('one', 12), ('students', 12)]"
931,74,5.599355531686359,12.58108108108108,"[('wang', 45), ('clan', 32), ('head', 26), ('shang', 20), ('zhang', 19)]"
921,73,5.825190010857764,12.616438356164384,"[('wang', 34), ('head', 31), ('clan', 26), ('elder', 26), ('teacher', 17)]"
1085,78,5.751152073732719,13.91025641025641,"[('wang', 34), ('zhang', 26), ('teacher', 20), ('tao', 17), ('xuan', 17)]"
870,79,5.706896551724138,11.012658227848101,"[('bai', 20), ('zhang', 15), ('wangye', 13), ('shang', 13), ('xun', 12)]"
851,70,5.882491186839013,12.157142857142857,"[('zhang', 30), ('teacher', 24), ('xuan', 23), ('elder', 13), ('even', 12)]"
845,66,5.89112426035503,12.803030303030303,"[('teacher', 30), ('zhang', 19), ('xuan', 17), ('master', 15), ('cao', 13)]"
808,77,6.09529702970297,10.493506493506494,"[('zhang', 14), ('strength', 14), ('xuan', 12), ('examination', 11), ('realm', 11)]"
757,78,6.173051519154558,9.705128205128204,"[('zhang', 15), ('teacher', 13), ('elder', 13), ('shang', 12), ('chen', 9)]"
852,67,5.914319248826291,12.716417910447761,"[('elder', 19), ('student', 18), ('berserk', 18), ('teacher', 18), ('shang', 16)]"
885,74,6.068926553672316,11.95945945945946,"[('zhang', 25), ('xuan', 18), ('cultivation', 14), ('berserk', 14), ('would', 13)]"
857,59,5.911318553092182,14.525423728813559,"[('one', 22), ('berserk', 20), ('zhang', 19), ('xuan', 15), ('cultivation', 14)]"
893,74,5.931690929451288,12.067567567567568,"[('zhang', 26), ('laoshi', 19), ('elder', 15), ('teacher', 13), ('zhao', 12)]"
1113,91,6.008984725965858,12.23076923076923,"[('master', 27), ('zhang', 24), ('teacher', 22), ('xuan', 19), ('one', 16)]"
768,67,5.8125,11.462686567164178,"[('lu', 24), ('elder', 18), ('xun', 16), ('students', 15), ('laoshi', 13)]"
866,87,5.839491916859123,9.954022988505747,"[('lu', 26), ('xun', 20), ('teacher', 17), ('laoshi', 17), ('students', 16)]"
907,74,5.819184123484013,12.256756756756756,"[('zhang', 27), ('laoshi', 20), ('xuan', 17), ('zhu', 14), ('hong', 14)]"
889,101,5.573678290213723,8.801980198019802,"[('zhang', 26), ('yuan', 18), ('tao', 18), ('xuan', 17), ('zhu', 14)]"
846,73,5.618203309692672,11.58904109589041,"[('zhu', 22), ('hong', 22), ('yuan', 17), ('tao', 17), ('party', 14)]"
869,84,5.718066743383199,10.345238095238095,"[('hong', 27), ('zhu', 25), ('zhang', 13), ('face', 11), ('even', 10)]"
892,68,6.091928251121076,13.117647058823529,"[('teacher', 19), ('one', 19), ('lu', 17), ('xun', 16), ('mingmen', 16)]"
921,65,6.2204125950054285,14.169230769230769,"[('zhang', 18), ('laoshi', 12), ('guild', 11), ('unique', 11), ('one', 11)]"
839,66,6.100119189511323,12.712121212121213,"[('apothecary', 23), ('books', 13), ('wen', 12), ('xue', 12), ('guild', 12)]"
888,73,5.993243243243243,12.164383561643836,"[('examination', 25), ('books', 16), ('wen', 12), ('xue', 12), ('apothecary', 12)]"
896,73,6.155133928571429,12.273972602739725,"[('zhang', 14), ('xuan', 14), ('one', 14), ('examination', 13), ('apothecary', 12)]"
869,85,6.23590333716916,10.223529411764705,"[('zhang', 17), ('xuan', 17), ('examination', 16), ('questions', 14), ('one', 12)]"
767,83,6.0078226857887875,9.240963855421686,"[('paper', 17), ('ouyang', 13), ('examination', 12), ('even', 12), ('man', 12)]"
817,107,5.9241126070991434,7.635514018691588,"[('examination', 14), ('zhang', 13), ('xuan', 13), ('one', 10), ('passed', 10)]"
871,71,5.907003444316877,12.267605633802816,"[('scale', 27), ('grass', 23), ('fish', 21), ('herb', 19), ('zhang', 15)]"
829,65,6.1531966224366705,12.753846153846155,"[('apothecary', 27), ('apprentice', 16), ('zhang', 14), ('xuan', 14), ('one', 11)]"
788,72,6.096446700507614,10.944444444444445,"[('apothecary', 26), ('one', 25), ('become', 20), ('pill', 17), ('ouyang', 12)]"
922,81,5.9045553145336225,11.382716049382717,"[('pill', 36), ('debate', 30), ('one', 16), ('apothecary', 15), ('zhang', 13)]"
790,66,5.974683544303797,11.969696969696969,"[('books', 20), ('book', 16), ('hua', 16), ('ouyang', 15), ('cheng', 15)]"
826,71,5.952784503631961,11.633802816901408,"[('yao', 24), ('zhang', 21), ('herb', 19), ('han', 18), ('zhao', 18)]"
830,66,6.136144578313253,12.575757575757576,"[('apothecary', 20), ('pill', 17), ('zhang', 12), ('debate', 12), ('even', 11)]"
867,87,6.146482122260669,9.96551724137931,"[('zhang', 22), ('xuan', 20), ('books', 14), ('would', 13), ('even', 12)]"
843,65,5.903914590747331,12.96923076923077,"[('one', 21), ('acupoint', 18), ('acupoints', 16), ('zhang', 13), ('first', 11)]"
856,70,6.095794392523365,12.228571428571428,"[('zhang', 21), ('laoshi', 12), ('body', 11), ('would', 11), ('xuan', 10)]"
849,73,5.994110718492344,11.63013698630137,"[('zhang', 17), ('students', 13), ('would', 12), ('xuan', 11), ('acupoints', 11)]"
898,69,6.046770601336303,13.014492753623188,"[('zhang', 13), ('would', 12), ('even', 11), ('xuan', 11), ('time', 10)]"
853,71,6.211019929660023,12.014084507042254,"[('pill', 25), ('debate', 21), ('apothecary', 13), ('zhang', 13), ('xuan', 13)]"
855,79,6.188304093567251,10.822784810126583,"[('forging', 17), ('pill', 14), ('apothecary', 14), ('zhang', 12), ('xuan', 12)]"
863,67,5.975666280417149,12.880597014925373,"[('pill', 38), ('tranquil', 18), ('meng', 18), ('yan', 18), ('zhang', 16)]"
822,92,5.806569343065694,8.934782608695652,"[('pill', 32), ('apothecary', 18), ('zhang', 14), ('xuan', 14), ('one', 14)]"
821,76,5.802679658952497,10.802631578947368,"[('pill', 43), ('apothecary', 22), ('zhang', 16), ('xuan', 16), ('sample', 16)]"
895,75,5.912849162011173,11.933333333333334,"[('apothecary', 21), ('zhang', 17), ('xuan', 17), ('pill', 16), ('would', 12)]"
920,74,6.11195652173913,12.432432432432432,"[('pill', 31), ('forging', 30), ('apothecary', 23), ('cheng', 20), ('technique', 15)]"
793,69,6.349306431273645,11.492753623188406,"[('cheng', 17), ('forging', 15), ('jiang', 14), ('apothecary', 14), ('techniques', 12)]"
838,80,6.090692124105012,10.475,"[('bai', 19), ('apothecary', 18), ('zhang', 16), ('xuan', 16), ('pill', 15)]"
847,54,6.0271546635183,15.685185185185185,"[('cauldron', 23), ('pill', 18), ('apothecary', 17), ('forging', 16), ('pills', 16)]"
884,62,6.080316742081448,14.258064516129032,"[('medicinal', 23), ('pill', 23), ('apothecary', 21), ('forging', 16), ('herbs', 15)]"
838,68,6.159904534606206,12.323529411764707,"[('pill', 22), ('apothecary', 15), ('apothecaries', 11), ('zhang', 10), ('xuan', 9)]"
825,57,6.215757575757576,14.473684210526315,"[('apothecary', 21), ('book', 21), ('pill', 15), ('forging', 15), ('question', 15)]"
818,76,6.138141809290953,10.763157894736842,"[('question', 19), ('lin', 19), ('mu', 18), ('answer', 17), ('pill', 17)]"
818,65,5.8777506112469435,12.584615384615384,"[('pill', 16), ('lin', 16), ('mu', 14), ('apothecary', 14), ('would', 14)]"
779,74,5.887034659820283,10.527027027027026,"[('apothecary', 27), ('zhang', 19), ('xuan', 19), ('pill', 13), ('forging', 10)]"
849,71,6.051825677267374,11.95774647887324,"[('zhang', 18), ('xuan', 18), ('pill', 16), ('ouyang', 15), ('ten', 14)]"
901,69,5.846836847946726,13.057971014492754,"[('would', 19), ('master', 17), ('money', 15), ('teacher', 15), ('zhang', 13)]"
870,85,6.048275862068966,10.235294117647058,"[('mansion', 17), ('zhang', 15), ('xuan', 15), ('would', 14), ('master', 13)]"
792,68,5.8232323232323235,11.647058823529411,"[('master', 21), ('xuan', 16), ('party', 15), ('zhang', 14), ('teacher', 11)]"
831,63,5.900120336943441,13.19047619047619,"[('students', 27), ('zhang', 18), ('xuan', 16), ('party', 14), ('yang', 10)]"
829,76,5.776839565741858,10.907894736842104,"[('master', 28), ('xuan', 18), ('zhang', 17), ('teacher', 15), ('qiang', 14)]"
818,66,5.7420537897310515,12.393939393939394,"[('zhang', 18), ('xuan', 18), ('master', 17), ('sun', 17), ('qiang', 17)]"
776,89,5.793814432989691,8.719101123595506,"[('ling', 22), ('tianyu', 17), ('sun', 17), ('qiang', 17), ('lord', 13)]"
802,73,5.876558603491272,10.986301369863014,"[('ling', 14), ('would', 11), ('jade', 11), ('master', 10), ('tianyu', 10)]"
796,85,5.71356783919598,9.364705882352942,"[('master', 28), ('ling', 18), ('sun', 16), ('qiang', 13), ('tianyu', 13)]"
794,83,5.790931989924434,9.566265060240964,"[('master', 26), ('ling', 15), ('even', 13), ('tianyu', 11), ('old', 11)]"
806,80,5.832506203473946,10.075,"[('ling', 14), ('du', 12), ('tianyu', 12), ('would', 11), ('yuan', 10)]"
790,71,5.808860759493671,11.126760563380282,"[('master', 23), ('zhang', 15), ('xuan', 15), ('ling', 13), ('qiang', 13)]"
811,77,5.865598027127004,10.532467532467532,"[('sun', 18), ('qiang', 17), ('zhenqi', 15), ('master', 13), ('would', 12)]"
865,81,5.791907514450867,10.679012345679013,"[('master', 18), ('ling', 16), ('tianyu', 15), ('would', 15), ('teacher', 11)]"
887,81,5.771138669673055,10.950617283950617,"[('wife', 14), ('tianyu', 14), ('would', 14), ('ling', 12), ('zhang', 11)]"
887,95,5.791431792559188,9.336842105263157,"[('zhang', 17), ('xuan', 17), ('ling', 16), ('tianyu', 16), ('party', 14)]"
841,80,5.8799048751486325,10.5125,"[('master', 24), ('father', 17), ('du', 15), ('could', 12), ('old', 12)]"
816,85,5.9681372549019605,9.6,"[('du', 25), ('master', 17), ('miaoxuan', 16), ('zhang', 14), ('xuan', 14)]"
785,102,5.788535031847133,7.696078431372549,"[('du', 28), ('master', 21), ('father', 15), ('qiang', 12), ('zhang', 12)]"
783,61,5.816091954022989,12.836065573770492,"[('master', 23), ('old', 16), ('du', 13), ('money', 11), ('two', 9)]"
840,65,6.097619047619047,12.923076923076923,"[('zhang', 22), ('ouyang', 21), ('xuan', 18), ('spear', 15), ('pill', 14)]"
856,79,6.15303738317757,10.835443037974683,"[('books', 25), ('spearmanship', 24), ('spear', 20), ('zhang', 19), ('xuan', 19)]"
885,76,6.0508474576271185,11.644736842105264,"[('spear', 42), ('intent', 25), ('chong', 20), ('zhang', 20), ('wang', 19)]"
1144,110,5.9274475524475525,10.4,"[('spear', 63), ('intent', 27), ('wang', 21), ('zhang', 20), ('move', 20)]"
1327,108,6.016578749058025,12.287037037037036,"[('zhang', 37), ('xuan', 27), ('teacher', 24), ('would', 20), ('students', 19)]"
1140,107,5.939473684210526,10.654205607476635,"[('teacher', 32), ('students', 28), ('zhang', 24), ('student', 22), ('dueling', 20)]"
1237,127,5.812449474535166,9.740157480314961,"[('zhang', 30), ('zheng', 29), ('yang', 29), ('spear', 25), ('even', 22)]"
1239,133,5.789346246973365,9.31578947368421,"[('breath', 21), ('forging', 21), ('teacher', 20), ('zhang', 20), ('zhou', 18)]"
1274,119,5.797488226059655,10.705882352941176,"[('du', 24), ('miaoxuan', 18), ('yang', 18), ('would', 18), ('zhang', 17)]"
1286,119,5.8351477449455675,10.806722689075631,"[('du', 35), ('miaoxuan', 27), ('realm', 22), ('luo', 21), ('chong', 20)]"
1238,105,5.947495961227787,11.790476190476191,"[('dragon', 19), ('scaled', 19), ('prawns', 19), ('zhang', 18), ('xuan', 18)]"
1269,98,5.964539007092198,12.948979591836734,"[('star', 36), ('chen', 19), ('teacher', 17), ('pavilion', 17), ('elder', 17)]"
1036,92,5.859073359073359,11.26086956521739,"[('xuan', 19), ('apothecary', 19), ('master', 17), ('chen', 16), ('xiao', 16)]"
1326,94,5.813725490196078,14.106382978723405,"[('master', 42), ('painting', 31), ('zhang', 31), ('xuan', 29), ('lu', 24)]"
1270,94,5.946456692913386,13.51063829787234,"[('painting', 60), ('master', 28), ('lu', 23), ('chen', 22), ('zhang', 22)]"
1249,108,5.77502001601281,11.564814814814815,"[('painting', 38), ('master', 32), ('lu', 25), ('xuan', 18), ('chen', 17)]"
1290,107,5.686821705426357,12.05607476635514,"[('wang', 43), ('spear', 36), ('yang', 33), ('zheng', 27), ('mo', 27)]"
1280,106,5.90625,12.075471698113208,"[('painting', 33), ('one', 32), ('master', 29), ('zhang', 28), ('xuan', 26)]"
1281,98,6.187353629976581,13.071428571428571,"[('painting', 54), ('zhang', 23), ('master', 21), ('two', 20), ('xuan', 19)]"
1169,114,5.971770744225834,10.25438596491228,"[('painting', 39), ('level', 30), ('master', 26), ('zhang', 25), ('lu', 18)]"
1268,111,5.923501577287066,11.423423423423424,"[('zhang', 32), ('xuan', 25), ('painting', 22), ('master', 22), ('lu', 22)]"
1220,112,5.817213114754098,10.892857142857142,"[('master', 38), ('shen', 23), ('shi', 22), ('lu', 21), ('chen', 19)]"
1290,98,5.782945736434108,13.16326530612245,"[('master', 65), ('lu', 24), ('xuan', 19), ('chen', 19), ('teacher', 18)]"
979,88,5.683350357507661,11.125,"[('master', 47), ('sun', 17), ('qiang', 17), ('old', 15), ('yuanyu', 11)]"
1218,102,5.835796387520525,11.941176470588236,"[('master', 54), ('teacher', 24), ('liu', 21), ('shi', 19), ('party', 19)]"
1128,88,6.066489361702128,12.818181818181818,"[('would', 14), ('movement', 14), ('xuan', 13), ('even', 13), ('books', 12)]"
1265,92,5.920158102766798,13.75,"[('master', 22), ('kingdom', 20), ('zhang', 19), ('even', 18), ('xuan', 16)]"
877,91,5.839224629418472,9.637362637362637,"[('master', 25), ('zhang', 23), ('experts', 15), ('old', 13), ('even', 13)]"
1301,130,5.932359723289777,10.007692307692308,"[('master', 30), ('zhang', 25), ('xuan', 24), ('party', 16), ('teacher', 15)]"
1234,127,5.819286871961102,9.716535433070867,"[('master', 30), ('zhuang', 29), ('xuan', 21), ('xian', 19), ('gunny', 18)]"
1291,101,6.0154918667699455,12.782178217821782,"[('master', 22), ('shi', 22), ('yang', 19), ('party', 17), ('zhuang', 15)]"
1298,120,5.859013867488444,10.816666666666666,"[('master', 27), ('xuan', 22), ('zhang', 19), ('sun', 16), ('qiang', 13)]"
1474,111,5.954545454545454,13.27927927927928,"[('apothecary', 46), ('xuan', 25), ('zhang', 23), ('hong', 22), ('yun', 22)]"
1302,106,6.011520737327189,12.283018867924529,"[('apothecary', 42), ('pill', 30), ('zhang', 23), ('xuan', 23), ('hong', 19)]"
1271,101,5.964594807238395,12.584158415841584,"[('apothecary', 28), ('xuan', 27), ('zhang', 26), ('grass', 17), ('hong', 16)]"
1290,107,6.037984496124031,12.05607476635514,"[('zhang', 42), ('xuan', 30), ('teacher', 23), ('even', 16), ('cultivation', 13)]"
1301,88,5.890853189853958,14.784090909090908,"[('pill', 27), ('zhao', 22), ('city', 21), ('yin', 21), ('yao', 20)]"
1234,118,5.87034035656402,10.457627118644067,"[('zhang', 20), ('laoshi', 16), ('yuan', 14), ('tao', 14), ('even', 14)]"
1224,110,5.6911764705882355,11.127272727272727,"[('lu', 24), ('xun', 23), ('shi', 21), ('master', 21), ('even', 20)]"
1265,100,5.930434782608696,12.65,"[('shen', 26), ('xuan', 26), ('zhang', 24), ('shi', 22), ('yang', 21)]"
1204,109,6.071428571428571,11.045871559633028,"[('master', 23), ('even', 20), ('poison', 16), ('unconscious', 16), ('person', 16)]"
976,94,5.901639344262295,10.382978723404255,"[('poison', 30), ('even', 20), ('master', 15), ('one', 14), ('xuan', 12)]"
1204,120,6.014119601328904,10.033333333333333,"[('zhang', 26), ('xuan', 26), ('poison', 25), ('shen', 23), ('even', 21)]"
1009,103,5.910802775024777,9.79611650485437,"[('shen', 36), ('hong', 24), ('even', 19), ('royal', 17), ('elder', 17)]"
1248,130,5.935897435897436,9.6,"[('shen', 46), ('hong', 23), ('zhui', 22), ('zhang', 22), ('xuan', 22)]"
799,81,5.78973717146433,9.864197530864198,"[('shen', 32), ('hong', 18), ('shi', 16), ('zhui', 14), ('yang', 12)]"
1321,99,6.085541256623769,13.343434343434344,"[('shen', 20), ('shi', 20), ('xuan', 20), ('yang', 19), ('zhang', 19)]"
1261,98,5.725614591593973,12.86734693877551,"[('lu', 32), ('xun', 27), ('master', 21), ('xuan', 19), ('teacher', 19)]"
1311,104,6.02974828375286,12.60576923076923,"[('master', 34), ('teacher', 30), ('zhang', 28), ('teachers', 23), ('xuan', 21)]"
1243,98,5.6870474658085275,12.683673469387756,"[('wang', 24), ('chao', 20), ('shi', 16), ('sun', 16), ('yang', 15)]"
1174,103,6.066439522998296,11.398058252427184,"[('zhang', 38), ('xuan', 31), ('poison', 28), ('would', 17), ('even', 15)]"
1033,89,5.994191674733785,11.606741573033707,"[('realm', 16), ('spear', 16), ('zhang', 15), ('master', 14), ('teachers', 13)]"
1289,97,6.170674941815361,13.288659793814434,"[('master', 50), ('teacher', 47), ('zhang', 36), ('xuan', 32), ('examination', 19)]"
1259,93,5.907863383637808,13.53763440860215,"[('master', 33), ('zhang', 23), ('xuan', 21), ('teacher', 21), ('tian', 21)]"
1199,106,5.720600500417015,11.31132075471698,"[('master', 37), ('zhang', 24), ('tian', 23), ('even', 20), ('xuan', 19)]"
1250,110,5.6544,11.363636363636363,"[('master', 31), ('lu', 27), ('xun', 22), ('shi', 21), ('zhang', 20)]"
1264,121,5.5474683544303796,10.446280991735538,"[('zhang', 41), ('xuan', 35), ('tian', 21), ('shi', 19), ('would', 18)]"
1376,95,5.686773255813954,14.48421052631579,"[('tea', 49), ('zhang', 30), ('tian', 27), ('xuan', 24), ('even', 23)]"
1296,93,5.597222222222222,13.935483870967742,"[('tea', 87), ('tian', 32), ('level', 30), ('zhang', 27), ('xuan', 23)]"
1307,108,5.483550114766641,12.101851851851851,"[('tea', 44), ('zhang', 31), ('lu', 27), ('xuan', 24), ('tian', 24)]"
1149,83,5.945169712793733,13.843373493975903,"[('painting', 68), ('lu', 21), ('xun', 19), ('tian', 19), ('zhang', 18)]"
1213,101,6.043693322341302,12.009900990099009,"[('painting', 68), ('level', 21), ('zhang', 19), ('even', 16), ('would', 15)]"
1232,107,5.841720779220779,11.514018691588785,"[('tea', 57), ('tian', 32), ('zhang', 32), ('elder', 23), ('xuan', 17)]"
1292,107,5.53405572755418,12.074766355140186,"[('zhang', 28), ('xun', 26), ('tian', 26), ('xuan', 21), ('even', 19)]"
1223,105,5.908421913327882,11.647619047619047,"[('zhang', 36), ('xuan', 28), ('laoshi', 21), ('even', 20), ('students', 18)]"
1188,128,5.766835016835016,9.28125,"[('zhang', 39), ('master', 39), ('xuan', 27), ('teachers', 27), ('three', 23)]"
1294,91,6.095054095826893,14.219780219780219,"[('master', 33), ('poison', 31), ('teacher', 30), ('zhang', 29), ('xuan', 25)]"
1261,116,5.868358445678033,10.870689655172415,"[('teacher', 26), ('master', 19), ('even', 19), ('yang', 19), ('shi', 18)]"
1252,134,5.986421725239617,9.343283582089553,"[('zhang', 29), ('xuan', 29), ('even', 18), ('shen', 17), ('books', 17)]"
